Frame,track_id,Categorie,Objet,Confiance,Confiance_lissee,Position_X_px,X_m,Y_m,vx_mps,vy_mps,speed_mps,d_m,lateral_m,ttc_s,d_frein_m,margin_m
12,1,Véhicule,car,0.866466224193573,0.8687986882227705,484.850830078125,0.31013751198157746,6.2417096076032035,-0.02645260686576967,2.05635042461299,2.056520558909154,6.249409900301329,0.31013751198157746,,2.358611759567441,3.8907981407338874
12,2,Véhicule,car,0.6932226419448853,0.703377318513585,306.6396484375,-1.9874964449913288,22.11393779006758,-0.3029441558997816,-0.7424754796026222,0.8019008663201299,22.203071560075472,-1.9874964449913288,31.167588917531685,0.7486255739188561,21.454445986156614
12,4,Véhicule,car,0.5278567671775818,0.5494979425668716,425.10626220703125,-1.3792323216343578,23.22674569297714,-0.013065622146198977,-0.1795733184714972,0.18004801356564032,23.267659901315238,-1.3792323216343578,130.36340337353292,0.18075850899118573,23.08690139232405
13,1,Véhicule,car,0.8531482219696045,0.8641035483468207,485.71575927734375,0.308700369907901,6.288073991801989,-0.028496372514814666,1.976953506302613,1.9771588730622278,6.2956469441001754,0.308700369907901,,2.2563843880142778,4.039262556085898
13,2,Véhicule,car,0.6934825778007507,0.7004088962997347,304.8221435546875,-2.0039829920694014,22.09808430332186,-0.3264518119715866,-0.7105740037372542,0.7819758310374583,22.188764672897484,-2.0039829920694014,32.7177923853616,0.7110391232650547,21.477725549632428
14,1,Véhicule,car,0.8132495880126953,0.848847360246583,487.4913330078125,0.3079230134973444,6.356053570254724,-0.027930529173213984,1.9853216355676455,1.985518096395217,6.363507961037615,0.3079230134973444,,2.267109675760423,4.096398285277192
14,2,Véhicule,car,0.717877984046936,0.7056496226238951,301.84759521484375,-2.020294452839435,22.078584686594528,-0.34507340484545224,-0.6968567844595172,0.7776149643486109,22.170825231355288,-2.020294452839435,33.46473601773228,0.6938647611264726,21.476960470228814
14,4,Véhicule,car,0.5793684720993042,0.5584591014266014,422.943115234375,-1.3829953366579206,23.16817560951199,-0.029541934935608284,-0.4449880179240436,0.44596755713359765,23.20941699341894,-1.3829953366579206,52.45813176251327,0.456419149126005,22.752997844292935
15,1,Véhicule,car,0.7226160764694214,0.8109779751134345,488.415771484375,0.3068307457982468,6.425464274899327,-0.0284581357852835,1.9967853430291291,1.9969881250594181,6.43278604141119,0.3068307457982468,,2.2818425230328705,4.15094351837832
15,2,Véhicule,car,0.7239526510238647,0.7111405311438859,302.93255615234375,-2.0330430360683236,22.05878335009392,-0.3492309195504417,-0.6864437266304939,0.7701735031799051,22.15227272477672,-2.0330430360683236,34.0021743369043,0.6818133933137699,21.470459331462948
15,4,Véhicule,car,0.5283078551292419,0.5494137275373936,421.25433349609375,-1.3886509181089288,23.16984620387977,-0.05402462029232026,-0.35904719903909343,0.36308890197243393,23.2114222848107,-1.3886509181089288,65.35262616371502,0.3641825001533548,22.847239784657344
16,1,Véhicule,car,0.7462420463562012,0.7915571964862644,488.7745361328125,0.3048527805376974,6.482962043769643,-0.03152762500616316,1.9710706976717727,1.971322826520004,6.490125736744969,0.3048527805376974,,2.248902375545634,4.241223361199335
16,2,Véhicule,car,0.7078012824058533,0.710138756522476,300.90576171875,-2.047463340329698,22.041078836757276,-0.35767694763053676,-0.6714888310443926,0.7608088124382252,22.135972136279523,-2.047463340329698,34.83089208580025,0.6643766051431723,21.47159553113635
16,4,Véhicule,car,0.5795207619667053,0.5584458378661871,420.6073913574219,-1.3947283489702704,23.159668945227434,-0.07473190132915457,-0.3507367622436293,0.35861000190375986,23.201627805392306,-1.3947283489702704,67.13238037101198,0.3541419676371912,22.847485837755116
17,1,Véhicule,car,0.7966914176940918,0.7930974628486126,489.3033447265625,0.3021369372348423,6.5483328363244135,-0.03618948985193396,1.9712239086647048,1.9715560801729937,6.5552993573235225,0.3021369372348423,,2.2492013214063578,4.306098035917165
17,2,Véhicule,car,0.7414402961730957,0.7195292184176619,299.63153076171875,-2.0605972328485342,22.019159214117888,-0.36125182603506356,-0.670563563285972,0.7616812812590629,22.115366455311015,-2.0605972328485342,34.88300540676738,0.662696793693574,21.452669661617442
18,1,Véhicule,car,0.7836470603942871,0.7902623421123149,492.4400634765625,0.3006405480882249,6.6273653939192405,-0.03697183507714111,2.007321949690892,2.007662403468226,6.63418094444771,0.3006405480882249,,2.29557014106107,4.33861080338664
18,2,Véhicule,car,0.6962974071502686,0.7125596750374439,297.5927734375,-2.074041193141183,21.996191244634776,-0.36512991322422833,-0.6725310410436404,0.7652567246998717,22.09375649683399,-2.074041193141183,34.77772126053567,0.6641123893434133,21.429644107490578
19,1,Véhicule,car,0.7754452228546143,0.7858172063350046,495.10906982421875,0.2999427402318842,6.734699774481642,-0.035657706228970514,2.10903885434089,2.109340266797428,6.741375727536695,0.2999427402318842,,2.4271485783069315,4.3142271492297635
19,2,Véhicule,car,0.6882668137550354,0.7052718166527213,294.7554931640625,-2.089304885758337,21.9457829463605,-0.3730153492111084,-0.742612459206327,0.8310317173944408,22.045012679388982,-2.089304885758337,31.317610840997975,0.7393102882241077,21.305702391164875
20,1,Véhicule,car,0.7656986713409424,0.7797816458367859,498.7933349609375,0.29989226075969494,6.840304170408604,-0.03298212002704633,2.193524165714909,2.1937721134650165,6.846874944949185,0.29989226075969494,,2.5375318338804997,4.309343111068685
20,2,Véhicule,car,0.7078603506088257,0.7060483768395526,294.2857971191406,-2.102505799293382,21.90908747596928,-0.37500280683932374,-0.7712042324913095,0.8575447937862377,22.009739768242063,-2.102505799293382,30.07391277493171,0.7701128468700704,21.239626921371993
21,1,Véhicule,car,0.8400057554244995,0.7978488787131,501.511474609375,0.2999948626181498,6.9463399204452045,-0.030290926846469404,2.2685923577672957,2.268794575533315,6.952814912534921,0.2999948626181498,,2.6364680631025577,4.316346849432363
21,2,Véhicule,car,0.7307288646697998,0.7134525231886266,292.1484680175781,-2.1149931635447787,21.86862066564956,-0.37513967090743533,-0.8047698280963269,0.8879100455016433,21.970656929184344,-2.1149931635447787,28.722828027537375,0.806712707875296,21.16394422130905
22,1,Véhicule,car,0.8597362041473389,0.8164150763433716,502.6668701171875,0.29977354893456004,7.061700925365897,-0.02861085609568406,2.354880218593084,2.355054017428802,7.0680608472164685,0.29977354893456004,,2.751216833500769,4.316844013715699
22,2,Véhicule,car,0.6637626886367798,0.6985455728230725,290.48553466796875,-2.1367887239727117,21.8389092487169,-0.3952471140595646,-0.8113049704402878,0.9024610995680261,21.9431953740696,-2.1367887239727117,28.53617077098441,0.811196513375004,21.131998860694594
23,1,Véhicule,car,0.8573353290557861,0.828691152157096,503.7039489746094,0.29923712206426073,7.175295541675225,-0.027765872115859774,2.427872605267416,2.4280313694559927,7.181532494224729,0.29923712206426073,,2.8491268216747314,4.3324056725499975
23,2,Véhicule,car,0.6299161314964294,0.6779567404250796,289.00244140625,-2.162843591057974,21.827293904373846,-0.4218440435764209,-0.7799631462355654,0.8867327142868855,21.934189102569903,-2.162843591057974,29.860079545513223,0.7731075701273299,21.161081532442573
24,1,Véhicule,car,0.8493227362632751,0.8348806273889497,503.8207092285156,0.299218369183456,7.294803921085894,-0.02599368551777799,2.50466269859309,2.5047975777316656,7.300938013676526,0.299218369183456,,2.9529412138324096,4.3479967998441165
24,2,Véhicule,car,0.621049702167511,0.660884628947809,285.73577880859375,-2.1885747762386,21.81754243296387,-0.4449515156582502,-0.7483186210428485,0.8706104811487423,21.927038499655325,-2.1885747762386,31.316716744517954,0.7351874564741615,21.191851043181163
25,1,Véhicule,car,0.848364531993866,0.8389257987704246,503.81884765625,0.29922633423430073,7.397925347878656,-0.024353344520256354,2.5426345545653586,2.5427511800133145,7.403974328148689,0.29922633423430073,,3.0045785774032505,4.399395750745439
25,2,Véhicule,car,0.6094831824302673,0.6454641949925464,285.738525390625,-2.210600716643267,21.809251248504005,-0.4586910253538162,-0.717173131763364,0.8513135483847338,21.920998963295382,-2.210600716643267,32.85221379702375,0.6990635912318037,21.221935372063577
26,1,Véhicule,car,0.857660710811615,0.8445462723827817,506.2196044921875,0.2979253078632418,7.501777215626682,-0.025249507900449678,2.5781817834717846,2.5783054214493224,7.507690782255288,0.2979253078632418,,3.053138196183249,4.454552586072039
26,2,Véhicule,car,0.7524650692939758,0.6775644572829752,277.91705322265625,-2.2290568544421325,21.7454831892529,-0.46459812477094536,-0.7897388126540217,0.9162635045405131,21.859431227605533,-2.2290568544421325,29.60995777630517,0.7771750205991629,21.08225620700637
27,1,Véhicule,car,0.8649597764015198,0.850670323588403,508.960693359375,0.29710168381334806,7.603124936494848,-0.025226668160106387,2.6059798049337557,2.6061019029402965,7.6089275335276065,0.29710168381334806,,3.0912281264052277,4.517699407122379
27,2,Véhicule,car,0.7085785269737244,0.6868686781901999,274.90899658203125,-2.2469607011636916,21.700074944700543,-0.4689796464303602,-0.8233442079740863,0.9475429243946794,21.816096924019067,-2.2469607011636916,28.30822990731109,0.8130856296018895,21.003011294417178
28,1,Véhicule,car,0.8531165719032288,0.8514041980828506,510.40863037109375,0.2960619816193183,7.699686887527874,-0.0255699286137874,2.6231747529880005,2.6232993740636945,7.705376750226366,0.2960619816193183,,3.1148493459181923,4.590527404308173
28,2,Véhicule,car,0.7053635716438293,0.6924171462262887,272.2318420410156,-2.263577338220863,21.651731460573068,-0.47079220980641245,-0.8588227976304902,0.9793987454271457,21.76973260301735,-2.263577338220863,27.035908702545182,0.8515277800078571,20.918204823009493
29,1,Véhicule,car,0.856193482875824,0.8528409835207424,513.3775634765625,0.2955547794588241,7.794379596981959,-0.025016542593954708,2.6358135536370435,2.635932267138155,7.79998114930476,0.2955547794588241,,3.1322279040624474,4.667753245242313
29,2,Véhicule,car,0.7413001656532288,0.7070820520543707,267.555908203125,-2.279168829755356,21.59921017448563,-0.4707771271221113,-0.8979734171075029,1.0138971157139534,21.719127300979014,-2.279168829755356,25.745371185163723,0.8944473827057654,20.824679918273247
30,1,Véhicule,car,0.8456763029098511,0.850691579337475,516.3875732421875,0.29532043633494737,7.8821944546891825,-0.02408082283295869,2.636555084386727,2.6366650524922224,7.887724867263688,0.29532043633494737,,3.1332366667089233,4.754488200554764
30,2,Véhicule,car,0.7268821001052856,0.7130220664696452,263.4915466308594,-2.2939034797997397,21.541190782319497,-0.46941500084881116,-0.9424480968994473,1.0528812175983002,21.662984408777195,-2.2939034797997397,24.410567238385994,0.9436968135480335,20.71928759522916
30,4,Véhicule,car,0.5447661876678467,0.5543419428066849,400.24169921875,-1.5109753625111912,22.817110530854556,-0.2087260663465455,-0.6461383441004076,0.6790149707402034,22.867085068354246,-1.5109753625111912,36.24320674435995,0.6593685333100832,22.207716535044163
31,1,Véhicule,car,0.8339472413063049,0.8456682779281239,518.1121826171875,0.2950657195766683,7.970866134726028,-0.023252966478527877,2.6385414347570446,2.63864389476485,7.97632564007962,0.2950657195766683,,3.135961152149122,4.840364487930497
31,2,Véhicule,car,0.7591774463653564,0.7268686804383585,258.9651794433594,-2.3090883420522417,21.485194009363628,-0.4688507655564213,-0.9801894692908918,1.0865507057066424,21.608920625320376,-2.3090883420522417,23.374219408726674,0.9855236116334889,20.623397013686887
31,4,Véhicule,car,0.595798134803772,0.566778800405811,400.394287109375,-1.524521231268629,22.831921059391902,-0.2191399427564576,-0.5892377033517556,0.6286679453913291,22.88276172683036,-1.524521231268629,39.91211260589714,0.5968077423034625,22.2859539845269
32,1,Véhicule,car,0.8304620981216431,0.8411064239861796,520.1864013671875,0.2952221030360873,8.074014454606939,-0.021883385356498634,2.6617602024453157,2.6618501569164987,8.07940997247465,0.2952221030360873,,3.1679534610505264,4.911456511424124
32,2,Véhicule,car,0.7460407018661499,0.7326202868666958,254.91549682617188,-2.32311377396199,21.42366848805017,-0.4666181842708302,-1.0231047068513612,1.1244891155869923,21.549255882573895,-2.32311377396199,22.288373108415822,1.0336081947437936,20.515647687830104
32,4,Véhicule,car,0.6247586607933044,0.584172758522059,399.7625732421875,-1.5296838546811378,22.780301025708276,-0.21596233594280617,-0.6378225420166188,0.6733924009449579,22.83160194811476,-1.5296838546811378,36.71146298988455,0.6495477268526713,22.18205422126209
33,1,Véhicule,car,0.81365966796875,0.8328723971809506,521.5810546875,0.29508802057857364,8.180417251799687,-0.021035590784378378,2.68786413794777,2.6879464503864945,8.185737801409898,0.29508802057857364,,3.204021887539734,4.981715913870164
33,2,Véhicule,car,0.7570004463195801,0.7399343347025611,250.9305419921875,-2.3371974925553527,21.36741291178791,-0.46464063218516355,-1.0551658867308973,1.1529379712708003,21.494855818591752,-2.3371974925553527,21.529559303984062,1.0695865861843117,20.42526923240744
33,4,Véhicule,car,0.6418445706367493,0.601474302156466,399.22381591796875,-1.5340722885490419,22.725976626316857,-0.21190013825014972,-0.68652948049481,0.7184875755215996,22.777695041561913,-1.5340722885490419,33.96111642602531,0.7028304899952343,22.074864551566677
34,1,Véhicule,car,0.8369042277336121,0.834081946346749,522.4389038085938,0.29453622698317283,8.282510427786805,-0.020833095314241337,2.7060198756865215,2.7061000693749055,8.287745807842,0.29453622698317283,,3.229169896908539,5.058575910933461
34,2,Véhicule,car,0.7545154690742493,0.7443086750140675,245.89450073242188,-2.3524053574880384,21.306782958449578,-0.4643771071194166,-1.0909409431664632,1.1856636281397563,21.43624992867026,-2.3524053574880384,20.743590113266055,1.109669940530352,20.32657998813991
34,4,Véhicule,car,0.6545111536979675,0.6173853576189164,397.608154296875,-1.537485278191238,22.64226184435129,-0.20674152979681235,-0.7736761885311766,0.800822642563792,22.694402005975416,-1.537485278191238,29.94409152361162,0.7989211317950693,21.895480874180347
35,1,Véhicule,car,0.8404527902603149,0.8359931995208187,523.15576171875,0.29376118810640245,8.389941458913867,-0.020947944594544556,2.7301065318030497,2.7301868967849825,8.395082686885189,0.29376118810640245,,3.262609789026155,5.132472897859034
35,2,Véhicule,car,0.7804588079452515,0.7551537148934226,244.04312133789062,-2.369495384456883,21.27503434884866,-0.4666850757830833,-1.0849708967458238,1.181082895796946,21.40657830952095,-2.369495384456883,20.850976405511368,1.101932231031687,20.304646078489263
35,4,Véhicule,car,0.6704347729682922,0.6333001822237292,397.2386474609375,-1.5404936469499186,22.575696245719755,-0.20137196285860834,-0.8308700455375579,0.8549243826193708,22.628194396710004,-1.5404936469499186,27.75671020980584,0.8627051069252337,21.76548928978477
36,1,Véhicule,car,0.8524233102798462,0.840922232748527,523.3477783203125,0.2924365446647997,8.502709503879938,-0.021780671017481316,2.759559427322481,2.759645381304335,8.50773695174138,0.2924365446647997,,3.30361985491536,5.20411709682602
36,2,Véhicule,car,0.7384796142578125,0.7501514847027395,243.65771484375,-2.385805503672447,21.24999627960016,-0.46780172901772143,-1.0705548515354808,1.1683005383111509,21.383507892400967,-2.385805503672447,21.13669513969996,1.084783430104827,20.29872446229614
36,4,Véhicule,car,0.6773789525032043,0.6465238133075717,395.9739074707031,-1.5453249057301826,22.516638389186966,-0.19884895272154673,-0.8740584520779989,0.8963922599216503,22.569604192667583,-1.5453249057301826,26.292881723865,0.9110234095095077,21.658580783158076
37,1,Véhicule,car,0.808998167514801,0.8313450131784091,525.274658203125,0.2912258010958763,8.611708858576307,-0.022410294090202804,2.7821633083777466,2.782253564246907,8.616631704564469,0.2912258010958763,,3.335177485372951,5.281454219191518
37,2,Véhicule,car,0.7367368936538696,0.7461271073880784,238.29103088378906,-2.4040454092435053,21.231006804645023,-0.4713274710178459,-1.0493278674985111,1.1503210675481221,21.36668163914528,-2.4040454092435053,21.590488812969625,1.0595893807510177,20.307092258394263
37,4,Véhicule,car,0.6560531258583069,0.6493826070727922,394.5777587890625,-1.550781927505405,22.469548678772075,-0.1973249549406531,-0.8984548344936975,0.9198685924997266,22.52300029779304,-1.550781927505405,25.514985637543763,0.9383949484103422,21.5846053493827
38,1,Véhicule,car,0.7777743935585022,0.815273827292437,526.0040283203125,0.28962455842638374,8.699547879805044,-0.02348913161914501,2.7766923526766645,2.7767917027961047,8.704367621939236,0.28962455842638374,,3.327546857133054,5.376820764806181
38,2,Véhicule,car,0.679836094379425,0.7262398034854823,231.3793182373047,-2.421893209916613,21.172006282219748,-0.474128518128306,-1.0797704289226324,1.179280302081871,21.31007782094173,-2.421893209916613,20.91500084070558,1.09304222633801,20.21703559460372
38,4,Véhicule,car,0.6947054862976074,0.6629794708402367,394.25286865234375,-1.5563228154594528,22.42258576019919,-0.19600321630123582,-0.9212236771766401,0.941844108221355,22.476532047435768,-1.5563228154594528,24.823851780155007,0.9639997630951136,21.512532284340654
39,1,Véhicule,car,0.7587271332740784,0.7983098190869293,528.08056640625,0.288364720677094,8.79315123432158,-0.024080015768823005,2.7786453793444608,2.778749717285051,8.797878314786033,0.288364720677094,,3.3302818595216044,5.467596455264428
39,2,Véhicule,car,0.6898510456085205,0.7153231761223937,221.51528930664062,-2.44166689902834,21.110820376326153,-0.47911403946293135,-1.1109489052608672,1.2098585590517623,21.251552277594175,-2.44166689902834,20.267661499468446,1.1270767395704584,20.124475538023717
39,4,Véhicule,car,0.6933425068855286,0.6720883816538242,391.41558837890625,-1.5627457094063941,22.37550102749497,-0.19590910963010322,-0.9428310886143597,0.9629698026905094,22.430007141855672,-1.5627457094063941,24.19919688419957,0.9882567102763307,21.44175043157934
40,1,Véhicule,car,0.7768861055374146,0.7918827050220749,530.46826171875,0.28738372989481853,8.901170380320233,-0.024299631388451395,2.797772978612328,2.7978785019973462,8.90580841629206,0.28738372989481853,,3.3570302242786974,5.548778192013364
40,2,Véhicule,car,0.7288485169410706,0.7193807783679967,211.33099365234375,-2.4635606435028534,21.048318783118674,-0.4863334359172206,-1.141768847269319,1.2410303426934246,21.191999779162007,-2.4635606435028534,19.667901670514496,1.1604193799865261,20.031580399175482
40,4,Véhicule,car,0.6920540928840637,0.678078095022896,389.71771240234375,-1.5689227859035129,22.334728707358703,-0.19550399001978497,-0.955094159799766,0.9748982840262246,22.38976608049848,-1.5689227859035129,23.843077874944772,1.0020331542217855,21.387732926276694
41,1,Véhicule,car,0.8407888412475586,0.8065545458897199,531.7349853515625,0.2864812967386424,9.006600203119584,-0.024413754489337372,2.8127052442826526,2.8128111956943362,9.011155239602456,0.2864812967386424,,3.3779473973102934,5.633207842292162
41,2,Véhicule,car,0.7949036359786987,0.7420376356512073,208.656982421875,-2.483451909620832,20.979958602347914,-0.49076582653396283,-1.1776048290923662,1.2757759325191962,21.126433592625887,-2.483451909620832,19.0028678840937,1.2000345702675916,19.926399022358297
41,4,Véhicule,car,0.6806153655052185,0.6788392761675927,389.9579772949219,-1.574116035734875,22.29774122920457,-0.19387200240613126,-0.9618727930878341,0.9812163998831014,22.353234781984618,-1.574116035734875,23.633399406857652,1.0097323187293403,21.343502463255277
42,1,Véhicule,car,0.8667051792144775,0.8245997358871471,533.6488037109375,0.28559514734616376,9.111397122733242,-0.02450244923702955,2.826032336966471,2.826138556334205,9.115871988808273,0.28559514734616376,,3.3966427805912613,5.719229208217012
42,2,Véhicule,car,0.7860965132713318,0.7552552989372445,202.80784606933594,-2.5050435582269523,20.92326037679833,-0.4968927082349925,-1.197926875986192,1.2968928882938418,21.072685353886754,-2.5050435582269523,18.642394318027655,1.2216295349497364,19.851055818937017
42,4,Véhicule,car,0.6693219542503357,0.6759840795924155,387.73486328125,-1.5794016729932152,22.264149699184685,-0.19244449718835993,-0.9640260639552,0.9830468638284932,22.320100167166796,-1.5794016729932152,23.544611437702166,1.0121839090265121,21.307916258140285
43,1,Véhicule,car,0.8359480500221252,0.8280042301276405,535.705322265625,0.2846494800606383,9.221088681777998,-0.024653142274030353,2.8441130217745476,2.844219868092397,9.225481115026634,0.2846494800606383,,3.422047486524649,5.803433628501985
43,2,Véhicule,car,0.8683188557624817,0.7891743659848156,195.75802612304688,-2.5255748198154446,20.859925638373255,-0.5014742391774827,-1.2245653894379274,1.3232674731768699,21.012258941126433,-2.5255748198154446,18.185932797898744,1.250768386149512,19.76149055497692
43,4,Véhicule,car,0.6856710314750671,0.6788901651572109,385.6048583984375,-1.5862190257100772,22.23111282811114,-0.19298952223966068,-0.9653775071784015,0.9844788911197015,22.287630389382635,-1.5862190257100772,23.480576563877744,1.0135493332323784,21.274081056150255
44,1,Véhicule,car,0.8336716890335083,0.8297044677994008,537.0732421875,0.28363651954917146,9.319427236328753,-0.02486983316180074,2.848636969328805,2.8487455294617483,9.323742472229064,0.28363651954917146,,3.428413464578055,5.895329007651009
44,2,Véhicule,car,0.8693526387214661,0.8132278478058107,190.71194458007812,-2.5457356176016237,20.792886246866416,-0.5053911496468735,-1.2538159444032881,1.3518412024277473,20.948147610465515,-2.5457356176016237,17.706075135921733,1.283086350552141,19.665061259913372
44,4,Véhicule,car,0.7155917286872864,0.6899006342162335,384.0081787109375,-1.5933888866986008,22.204820374375494,-0.19393681226173193,-0.9584108543290699,0.9778358005544795,22.261916718974035,-1.5933888866986008,23.630806654927525,1.005464613045468,21.256452105928567
45,1,Véhicule,car,0.8164058327674866,0.8257148772898264,538.736572265625,0.2828558503197094,9.418620811186742,-0.024822680682946123,2.8538434941099893,2.8539514456889767,9.422867154798485,0.2828558503197094,,3.4357399352854197,5.987127219513066
45,2,Véhicule,car,0.8662412762641907,0.8291318763433246,184.89105224609375,-2.5664041855169692,20.727137991775226,-0.5096467053002772,-1.2800790838499114,1.3778034058360633,20.88541787404626,-2.5664041855169692,17.292795730564592,1.311942976383043,19.573474897663218
45,4,Véhicule,car,0.6995729804039001,0.6928023380725334,381.6582336425781,-1.600896008925414,22.18610819529229,-0.19524210217042576,-0.9426509066869843,0.9626578885241218,22.243791603155454,-1.600896008925414,24.017360159362244,0.9874234807809643,21.25636812237449
